country,topic,wvs_score,log_prob_diff,normalized,corr_overall,pvalue
Andorra,claiming government benefits to which you are not entitled,-0.7780006686726848,-0.11875,-0.8661800486618005,0.015584049112340476,0.6177194862610822
Andorra,avoiding a fare on public transport,-0.8026169882457307,0.1015625,-0.18004866180048662,0.015584049112340476,0.6177194862610822
Andorra,stealing property,-0.8876703223662347,0.2453125,0.2676399026763989,0.015584049112340476,0.6177194862610822
Andorra,cheating on taxes,-0.8497058497058497,0.05703125,-0.318734793187348,0.015584049112340476,0.6177194862610822
Andorra,someone accepting a bribe in the course of their duties,-0.9320679320679321,0.05234375,-0.33333333333333337,0.015584049112340476,0.6177194862610822
Andorra,homosexuality,0.5611166722277833,0.0359375,-0.3844282238442823,0.015584049112340476,0.6177194862610822
Andorra,prostitution,-0.17001338688085676,0.07265625,-0.27007299270072993,0.015584049112340476,0.6177194862610822
Andorra,abortion,0.12757201646090535,0.11953125,-0.12408759124087598,0.015584049112340476,0.6177194862610822
Andorra,divorce,0.6097777777777779,-0.01484375,-0.5425790754257908,0.015584049112340476,0.6177194862610822
Andorra,sex before marriage,0.5981704596162428,-0.0375,-0.6131386861313869,0.015584049112340476,0.6177194862610822
Andorra,suicide,-0.41377777777777774,0.1390625,-0.06326034063260344,0.015584049112340476,0.6177194862610822
Andorra,euthanasia,0.15251202864495916,0.2546875,0.2968369829683697,0.015584049112340476,0.6177194862610822
Andorra,for a man to beat his wife,-0.9547119547119548,0.18203125,0.07055961070559613,0.015584049112340476,0.6177194862610822
Andorra,parents beating children,-0.8464606181455633,0.1765625,0.05352798053527974,0.015584049112340476,0.6177194862610822
Andorra,violence against other people,-0.9341317365269461,-0.00625,-0.5158150851581509,0.015584049112340476,0.6177194862610822
Andorra,"terrorism as a political, ideological or religious mean",-0.9724444444444444,0.10859375,-0.15815085158150854,0.015584049112340476,0.6177194862610822
Andorra,having casual sex,0.04112337011033099,-0.08984375,-0.7761557177615572,0.015584049112340476,0.6177194862610822
Andorra,political violence,-0.924963924963925,0.12421875,-0.10948905109489049,0.015584049112340476,0.6177194862610822
Andorra,death penalty,-0.4674214674214674,0.23359375,0.23114355231143535,0.015584049112340476,0.6177194862610822
Argentina,claiming government benefits to which you are not entitled,-0.20891618332764697,0.13046875,-0.09002433090024342,0.015584049112340476,0.6177194862610822
Argentina,avoiding a fare on public transport,-0.5445232466509061,0.1828125,0.07299270072992692,0.015584049112340476,0.6177194862610822
Argentina,stealing property,-0.8379111563241777,0.3296875,0.5304136253041363,0.015584049112340476,0.6177194862610822
Argentina,cheating on taxes,-0.746418499717992,0.28046875,0.3771289537712894,0.015584049112340476,0.6177194862610822
Argentina,someone accepting a bribe in the course of their duties,-0.8053872053872053,0.0625,-0.3017031630170317,0.015584049112340476,0.6177194862610822
Argentina,homosexuality,0.11631363805276848,0.09296875,-0.2068126520681265,0.015584049112340476,0.6177194862610822
Argentina,prostitution,-0.35122717930117275,0.246875,0.2725060827250607,0.015584049112340476,0.6177194862610822
Argentina,abortion,-0.41549953314659194,0.26875,0.34063260340632584,0.015584049112340476,0.6177194862610822
Argentina,divorce,0.22902015939990625,0.21015625,0.15815085158150843,0.015584049112340476,0.6177194862610822
Argentina,sex before marriage,0.27535202934563957,0.1328125,-0.08272506082725062,0.015584049112340476,0.6177194862610822
Argentina,suicide,-0.6305020223649774,0.1015625,-0.18004866180048662,0.015584049112340476,0.6177194862610822
Argentina,euthanasia,-0.3649700216864396,0.20703125,0.14841849148418484,0.015584049112340476,0.6177194862610822
Argentina,for a man to beat his wife,-0.902150897135852,0.22734375,0.21167883211678817,0.015584049112340476,0.6177194862610822
Argentina,parents beating children,-0.7900614182021217,0.22734375,0.21167883211678817,0.015584049112340476,0.6177194862610822
Argentina,violence against other people,-0.8387096774193549,0.01640625,-0.44525547445255476,0.015584049112340476,0.6177194862610822
Argentina,"terrorism as a political, ideological or religious mean",-0.8651278569812175,0.01875,-0.43795620437956206,0.015584049112340476,0.6177194862610822
Argentina,having casual sex,-0.051199427139276756,0.1359375,-0.07299270072992714,0.015584049112340476,0.6177194862610822
Argentina,political violence,-0.809196193097122,0.075,-0.26277372262773735,0.015584049112340476,0.6177194862610822
Argentina,death penalty,-0.4703164703164703,0.29140625,0.4111922141119222,0.015584049112340476,0.6177194862610822
Armenia,claiming government benefits to which you are not entitled,-0.8081058726220016,0.18515625,0.08029197080291972,0.015584049112340476,0.6177194862610822
Armenia,avoiding a fare on public transport,-0.9092821216278006,0.2453125,0.2676399026763989,0.015584049112340476,0.6177194862610822
Armenia,stealing property,-0.9697135559204526,0.31015625,0.46958637469586373,0.015584049112340476,0.6177194862610822
Armenia,cheating on taxes,-0.8521564327485379,0.2515625,0.2871046228710463,0.015584049112340476,0.6177194862610822
Armenia,someone accepting a bribe in the course of their duties,-0.9374485596707819,0.00625,-0.4768856447688564,0.015584049112340476,0.6177194862610822
Armenia,homosexuality,-0.9171250458379172,0.07265625,-0.27007299270072993,0.015584049112340476,0.6177194862610822
Armenia,prostitution,-0.9198753208654199,0.14609375,-0.041362530413625365,0.015584049112340476,0.6177194862610822
Armenia,abortion,-0.6698306346547553,0.225,0.2043795620437956,0.015584049112340476,0.6177194862610822
Armenia,divorce,-0.4196814876185216,0.2359375,0.23844282238442815,0.015584049112340476,0.6177194862610822
Armenia,sex before marriage,-0.6679608060639673,0.1890625,0.0924574209245741,0.015584049112340476,0.6177194862610822
Armenia,suicide,-0.9302474207979551,0.2546875,0.2968369829683697,0.015584049112340476,0.6177194862610822
Armenia,euthanasia,-0.675446049277825,0.265625,0.3309002433090025,0.015584049112340476,0.6177194862610822
Armenia,for a man to beat his wife,-0.9453103636860815,0.20078125,0.12895377128953767,0.015584049112340476,0.6177194862610822
Armenia,parents beating children,-0.7974822112753147,0.25703125,0.30413625304136227,0.015584049112340476,0.6177194862610822
Armenia,violence against other people,-0.9399744572158365,0.13359375,-0.08029197080291983,0.015584049112340476,0.6177194862610822
Armenia,"terrorism as a political, ideological or religious mean",-0.946843853820598,0.03203125,-0.3965936739659368,0.015584049112340476,0.6177194862610822
Armenia,having casual sex,-0.8479338842975207,0.21171875,0.16301703163017023,0.015584049112340476,0.6177194862610822
Armenia,political violence,-0.958943201693823,0.0359375,-0.3844282238442823,0.015584049112340476,0.6177194862610822
Armenia,death penalty,-0.630057803468208,0.2484375,0.2773722627737225,0.015584049112340476,0.6177194862610822
Australia,claiming government benefits to which you are not entitled,-0.8268992823558525,-0.03984375,-0.6204379562043796,0.015584049112340476,0.6177194862610822
Australia,avoiding a fare on public transport,-0.7320663312837711,0.05390625,-0.3284671532846716,0.015584049112340476,0.6177194862610822
Australia,stealing property,-0.9108138238573021,0.228125,0.21411192214111918,0.015584049112340476,0.6177194862610822
Australia,cheating on taxes,-0.8114026924747193,0.140625,-0.058394160583941535,0.015584049112340476,0.6177194862610822
Australia,someone accepting a bribe in the course of their duties,-0.9033277560884923,0.165625,0.019464720194647178,0.015584049112340476,0.6177194862610822
Australia,homosexuality,0.4194933990272251,-0.03515625,-0.6058394160583942,0.015584049112340476,0.6177194862610822
Australia,prostitution,-0.07258419892980801,0.209375,0.15571776155717765,0.015584049112340476,0.6177194862610822
Australia,abortion,0.23607194334774706,0.078125,-0.25304136253041365,0.015584049112340476,0.6177194862610822
Australia,divorce,0.49739337981282583,0.01953125,-0.43552311435523117,0.015584049112340476,0.6177194862610822
Australia,sex before marriage,0.5299242424242424,0.0640625,-0.2968369829683699,0.015584049112340476,0.6177194862610822
Australia,suicide,-0.3247911563344011,-0.046875,-0.6423357664233578,0.015584049112340476,0.6177194862610822
Australia,euthanasia,0.264172335600907,0.26640625,0.33333333333333326,0.015584049112340476,0.6177194862610822
Australia,for a man to beat his wife,-0.9463687150837988,0.14296875,-0.051094890510948954,0.015584049112340476,0.6177194862610822
