country,topic,wvs_score,log_prob_diff,normalized,corr_overall,pvalue
Andorra,claiming government benefits to which you are not entitled,-0.7780006686726848,0.02734375,-0.4208955223880597,0.2100188682050501,1.0352143142425423e-11
Andorra,avoiding a fare on public transport,-0.8026169882457307,0.10625,-0.2199004975124378,0.2100188682050501,1.0352143142425423e-11
Andorra,stealing property,-0.8876703223662347,0.028125,-0.4189054726368159,0.2100188682050501,1.0352143142425423e-11
Andorra,cheating on taxes,-0.8497058497058497,-0.078125,-0.68955223880597,0.2100188682050501,1.0352143142425423e-11
Andorra,someone accepting a bribe in the course of their duties,-0.9320679320679321,0.04140625,-0.3850746268656716,0.2100188682050501,1.0352143142425423e-11
Andorra,homosexuality,0.5611166722277833,0.04375,-0.3791044776119402,0.2100188682050501,1.0352143142425423e-11
Andorra,prostitution,-0.17001338688085676,-0.04765625,-0.6119402985074627,0.2100188682050501,1.0352143142425423e-11
Andorra,abortion,0.12757201646090535,0.1125,-0.20398009950248752,0.2100188682050501,1.0352143142425423e-11
Andorra,divorce,0.6097777777777779,0.17109375,-0.05472636815920395,0.2100188682050501,1.0352143142425423e-11
Andorra,sex before marriage,0.5981704596162428,0.0828125,-0.27960199004975117,0.2100188682050501,1.0352143142425423e-11
Andorra,suicide,-0.41377777777777774,0.278125,0.21791044776119417,0.2100188682050501,1.0352143142425423e-11
Andorra,euthanasia,0.15251202864495916,0.18671875,-0.014925373134328401,0.2100188682050501,1.0352143142425423e-11
Andorra,for a man to beat his wife,-0.9547119547119548,-0.11875,-0.7930348258706468,0.2100188682050501,1.0352143142425423e-11
Andorra,parents beating children,-0.8464606181455633,0.0671875,-0.31940298507462683,0.2100188682050501,1.0352143142425423e-11
Andorra,violence against other people,-0.9341317365269461,-0.0328125,-0.5741293532338307,0.2100188682050501,1.0352143142425423e-11
Andorra,"terrorism as a political, ideological or religious mean",-0.9724444444444444,0.003125,-0.48258706467661694,0.2100188682050501,1.0352143142425423e-11
Andorra,having casual sex,0.04112337011033099,-0.109375,-0.7691542288557214,0.2100188682050501,1.0352143142425423e-11
Andorra,political violence,-0.924963924963925,0.00625,-0.4746268656716417,0.2100188682050501,1.0352143142425423e-11
Andorra,death penalty,-0.4674214674214674,0.17265625,-0.05074626865671639,0.2100188682050501,1.0352143142425423e-11
Argentina,claiming government benefits to which you are not entitled,-0.20891618332764697,0.01953125,-0.44079601990049744,0.2100188682050501,1.0352143142425423e-11
Argentina,avoiding a fare on public transport,-0.5445232466509061,0.20703125,0.03681592039801007,0.2100188682050501,1.0352143142425423e-11
Argentina,stealing property,-0.8379111563241777,0.1375,-0.14029850746268646,0.2100188682050501,1.0352143142425423e-11
Argentina,cheating on taxes,-0.746418499717992,0.20703125,0.03681592039801007,0.2100188682050501,1.0352143142425423e-11
Argentina,someone accepting a bribe in the course of their duties,-0.8053872053872053,-0.0359375,-0.582089552238806,0.2100188682050501,1.0352143142425423e-11
Argentina,homosexuality,0.11631363805276848,0.15390625,-0.09850746268656718,0.2100188682050501,1.0352143142425423e-11
Argentina,prostitution,-0.35122717930117275,0.05390625,-0.3532338308457711,0.2100188682050501,1.0352143142425423e-11
Argentina,abortion,-0.41549953314659194,0.30859375,0.2955223880597013,0.2100188682050501,1.0352143142425423e-11
Argentina,divorce,0.22902015939990625,0.19609375,0.008955223880596996,0.2100188682050501,1.0352143142425423e-11
Argentina,sex before marriage,0.27535202934563957,0.084375,-0.2756218905472636,0.2100188682050501,1.0352143142425423e-11
Argentina,suicide,-0.6305020223649774,0.2984375,0.2696517412935324,0.2100188682050501,1.0352143142425423e-11
Argentina,euthanasia,-0.3649700216864396,0.3390625,0.3731343283582089,0.2100188682050501,1.0352143142425423e-11
Argentina,for a man to beat his wife,-0.902150897135852,0.028125,-0.4189054726368159,0.2100188682050501,1.0352143142425423e-11
Argentina,parents beating children,-0.7900614182021217,0.25703125,0.16417910447761197,0.2100188682050501,1.0352143142425423e-11
Argentina,violence against other people,-0.8387096774193549,0.121875,-0.18009950248756212,0.2100188682050501,1.0352143142425423e-11
Argentina,"terrorism as a political, ideological or religious mean",-0.8651278569812175,0.02265625,-0.4328358208955224,0.2100188682050501,1.0352143142425423e-11
Argentina,having casual sex,-0.051199427139276756,-0.03828125,-0.5880597014925373,0.2100188682050501,1.0352143142425423e-11
Argentina,political violence,-0.809196193097122,0.1546875,-0.09651741293532323,0.2100188682050501,1.0352143142425423e-11
Argentina,death penalty,-0.4703164703164703,0.37890625,0.4746268656716417,0.2100188682050501,1.0352143142425423e-11
Armenia,claiming government benefits to which you are not entitled,-0.8081058726220016,-0.15390625,-0.8825870646766169,0.2100188682050501,1.0352143142425423e-11
Armenia,avoiding a fare on public transport,-0.9092821216278006,0.21015625,0.04477611940298498,0.2100188682050501,1.0352143142425423e-11
Armenia,stealing property,-0.9697135559204526,0.14453125,-0.12238805970149247,0.2100188682050501,1.0352143142425423e-11
Armenia,cheating on taxes,-0.8521564327485379,0.19296875,0.0009950248756218638,0.2100188682050501,1.0352143142425423e-11
Armenia,someone accepting a bribe in the course of their duties,-0.9374485596707819,-0.0625,-0.6497512437810945,0.2100188682050501,1.0352143142425423e-11
Armenia,homosexuality,-0.9171250458379172,0.13203125,-0.154228855721393,0.2100188682050501,1.0352143142425423e-11
Armenia,prostitution,-0.9198753208654199,0.071875,-0.30746268656716425,0.2100188682050501,1.0352143142425423e-11
Armenia,abortion,-0.6698306346547553,0.25390625,0.15621890547263684,0.2100188682050501,1.0352143142425423e-11
Armenia,divorce,-0.4196814876185216,0.21640625,0.06069651741293525,0.2100188682050501,1.0352143142425423e-11
Armenia,sex before marriage,-0.6679608060639673,0.08359375,-0.27761194029850755,0.2100188682050501,1.0352143142425423e-11
Armenia,suicide,-0.9302474207979551,0.159375,-0.08457711442786064,0.2100188682050501,1.0352143142425423e-11
Armenia,euthanasia,-0.675446049277825,0.18125,-0.028855721393034828,0.2100188682050501,1.0352143142425423e-11
Armenia,for a man to beat his wife,-0.9453103636860815,-0.046875,-0.609950248756219,0.2100188682050501,1.0352143142425423e-11
