country,topic,wvs_score,log_prob_diff,normalized,corr_overall,pvalue
Andorra,claiming government benefits to which you are not entitled,-0.7780006686726848,0.2921875,-0.08681084374048131,-0.15634357804246507,4.712403950513052e-07
Andorra,avoiding a fare on public transport,-0.8026169882457307,0.27421875,-0.11483399329881183,-0.15634357804246507,4.712403950513052e-07
Andorra,stealing property,-0.8876703223662347,0.10390625,-0.3804447151995126,-0.15634357804246507,4.712403950513052e-07
Andorra,cheating on taxes,-0.8497058497058497,0.475390625,0.19890344197380472,-0.15634357804246507,4.712403950513052e-07
Andorra,someone accepting a bribe in the course of their duties,-0.9320679320679321,0.06875,-0.4352726165092903,-0.15634357804246507,4.712403950513052e-07
Andorra,homosexuality,0.5611166722277833,0.18828125,-0.2488577520560462,-0.15634357804246507,4.712403950513052e-07
Andorra,prostitution,-0.17001338688085676,0.158203125,-0.29576606762107827,-0.15634357804246507,4.712403950513052e-07
Andorra,abortion,0.12757201646090535,0.11640625,-0.3609503502893694,-0.15634357804246507,4.712403950513052e-07
Andorra,divorce,0.6097777777777779,0.451953125,0.16235150776728635,-0.15634357804246507,4.712403950513052e-07
Andorra,sex before marriage,0.5981704596162428,0.455078125,0.16722509899482185,-0.15634357804246507,4.712403950513052e-07
Andorra,suicide,-0.41377777777777774,0.101953125,-0.3834907097167225,-0.15634357804246507,4.712403950513052e-07
Andorra,euthanasia,0.15251202864495916,0.358203125,0.016143770941212443,-0.15634357804246507,4.712403950513052e-07
Andorra,for a man to beat his wife,-0.9547119547119548,0.110546875,-0.37008833384099904,-0.15634357804246507,4.712403950513052e-07
Andorra,parents beating children,-0.8464606181455633,0.045703125,-0.47121535181236673,-0.15634357804246507,4.712403950513052e-07
Andorra,violence against other people,-0.9341317365269461,0.29609375,-0.08071885470606155,-0.15634357804246507,4.712403950513052e-07
Andorra,"terrorism as a political, ideological or religious mean",-0.9724444444444444,0.026953125,-0.5004568991775814,-0.15634357804246507,4.712403950513052e-07
Andorra,having casual sex,0.04112337011033099,0.10234375,-0.3828815108132805,-0.15634357804246507,4.712403950513052e-07
Andorra,political violence,-0.924963924963925,0.748046875,0.6241242765763024,-0.15634357804246507,4.712403950513052e-07
Andorra,death penalty,-0.4674214674214674,0.2046875,-0.22327139811148333,-0.15634357804246507,4.712403950513052e-07
Argentina,claiming government benefits to which you are not entitled,-0.20891618332764697,0.122265625,-0.35181236673773986,-0.15634357804246507,4.712403950513052e-07
Argentina,avoiding a fare on public transport,-0.5445232466509061,0.23125,-0.18184587267742902,-0.15634357804246507,4.712403950513052e-07
Argentina,stealing property,-0.8379111563241777,-0.118359375,-0.7270788912579957,-0.15634357804246507,4.712403950513052e-07
Argentina,cheating on taxes,-0.746418499717992,0.217578125,-0.2031678342978981,-0.15634357804246507,4.712403950513052e-07
Argentina,someone accepting a bribe in the course of their duties,-0.8053872053872053,-0.019921875,-0.5735607675906182,-0.15634357804246507,4.712403950513052e-07
Argentina,homosexuality,0.11631363805276848,0.101171875,-0.3847091075236063,-0.15634357804246507,4.712403950513052e-07
Argentina,prostitution,-0.35122717930117275,0.0296875,-0.4961925068534877,-0.15634357804246507,4.712403950513052e-07
Argentina,abortion,-0.41549953314659194,-0.009375,-0.557112397197685,-0.15634357804246507,4.712403950513052e-07
Argentina,divorce,0.22902015939990625,0.067578125,-0.43710021321961623,-0.15634357804246507,4.712403950513052e-07
Argentina,sex before marriage,0.27535202934563957,0.233203125,-0.17879987816021914,-0.15634357804246507,4.712403950513052e-07
Argentina,suicide,-0.6305020223649774,0.194140625,-0.23971976850441656,-0.15634357804246507,4.712403950513052e-07
Argentina,euthanasia,-0.3649700216864396,0.250390625,-0.15199512640877244,-0.15634357804246507,4.712403950513052e-07
Argentina,for a man to beat his wife,-0.902150897135852,0.012109375,-0.5236064575083765,-0.15634357804246507,4.712403950513052e-07
Argentina,parents beating children,-0.7900614182021217,-0.115625,-0.7228144989339019,-0.15634357804246507,4.712403950513052e-07
Argentina,violence against other people,-0.8387096774193549,0.09609375,-0.39262869326835215,-0.15634357804246507,4.712403950513052e-07
Argentina,"terrorism as a political, ideological or religious mean",-0.8651278569812175,0.152734375,-0.3042948522692659,-0.15634357804246507,4.712403950513052e-07
Argentina,having casual sex,-0.051199427139276756,0.02890625,-0.4974109046603715,-0.15634357804246507,4.712403950513052e-07
Argentina,political violence,-0.809196193097122,0.269140625,-0.12275357904355755,-0.15634357804246507,4.712403950513052e-07
Argentina,death penalty,-0.4703164703164703,0.0484375,-0.4669509594882728,-0.15634357804246507,4.712403950513052e-07
Armenia,claiming government benefits to which you are not entitled,-0.8081058726220016,0.162109375,-0.2896740785866585,-0.15634357804246507,4.712403950513052e-07
Armenia,avoiding a fare on public transport,-0.9092821216278006,0.22578125,-0.19037465732561687,-0.15634357804246507,4.712403950513052e-07
Armenia,stealing property,-0.9697135559204526,0.1375,-0.3280536095035028,-0.15634357804246507,4.712403950513052e-07
Armenia,cheating on taxes,-0.8521564327485379,0.257421875,-0.14102954614681684,-0.15634357804246507,4.712403950513052e-07
Armenia,someone accepting a bribe in the course of their duties,-0.9374485596707819,0.221875,-0.19646664636003663,-0.15634357804246507,4.712403950513052e-07
Armenia,homosexuality,-0.9171250458379172,0.2390625,-0.1696618946085895,-0.15634357804246507,4.712403950513052e-07
Armenia,prostitution,-0.9198753208654199,0.165625,-0.28419128845568065,-0.15634357804246507,4.712403950513052e-07
Armenia,abortion,-0.6698306346547553,0.108203125,-0.37374352726165083,-0.15634357804246507,4.712403950513052e-07
Armenia,divorce,-0.4196814876185216,0.141015625,-0.3225708193725251,-0.15634357804246507,4.712403950513052e-07
Armenia,sex before marriage,-0.6679608060639673,0.1609375,-0.29150167529698434,-0.15634357804246507,4.712403950513052e-07
Armenia,suicide,-0.9302474207979551,0.205859375,-0.22144380140115738,-0.15634357804246507,4.712403950513052e-07
Armenia,euthanasia,-0.675446049277825,0.3640625,0.02528175449284209,-0.15634357804246507,4.712403950513052e-07
Armenia,for a man to beat his wife,-0.9453103636860815,0.175,-0.26957051477307337,-0.15634357804246507,4.712403950513052e-07
Armenia,parents beating children,-0.7974822112753147,-0.033984375,-0.5954919281145294,-0.15634357804246507,4.712403950513052e-07
Armenia,violence against other people,-0.9399744572158365,0.323046875,-0.038684130368565106,-0.15634357804246507,4.712403950513052e-07
Armenia,"terrorism as a political, ideological or religious mean",-0.946843853820598,0.191015625,-0.2445933597319524,-0.15634357804246507,4.712403950513052e-07
Armenia,having casual sex,-0.8479338842975207,0.1796875,-0.26226012793176967,-0.15634357804246507,4.712403950513052e-07
Armenia,political violence,-0.958943201693823,0.498828125,0.23545537618032308,-0.15634357804246507,4.712403950513052e-07
Armenia,death penalty,-0.630057803468208,0.09296875,-0.39750228449588787,-0.15634357804246507,4.712403950513052e-07
Australia,claiming government benefits to which you are not entitled,-0.8268992823558525,0.083203125,-0.41273225708193717,-0.15634357804246507,4.712403950513052e-07
Australia,avoiding a fare on public transport,-0.7320663312837711,0.078515625,-0.420042643923241,-0.15634357804246507,4.712403950513052e-07
Australia,stealing property,-0.9108138238573021,-0.146484375,-0.7709412123058179,-0.15634357804246507,4.712403950513052e-07
Australia,cheating on taxes,-0.8114026924747193,-0.109765625,-0.7136765153822724,-0.15634357804246507,4.712403950513052e-07
Australia,someone accepting a bribe in the course of their duties,-0.9033277560884923,0.12578125,-0.346329576606762,-0.15634357804246507,4.712403950513052e-07
Australia,homosexuality,0.4194933990272251,-0.042578125,-0.6088943039902528,-0.15634357804246507,4.712403950513052e-07
Australia,prostitution,-0.07258419892980801,-0.040625,-0.6058483094730429,-0.15634357804246507,4.712403950513052e-07
Australia,abortion,0.23607194334774706,0.02109375,-0.5095948827292109,-0.15634357804246507,4.712403950513052e-07
Australia,divorce,0.49739337981282583,-0.009765625,-0.557721596101127,-0.15634357804246507,4.712403950513052e-07
Australia,sex before marriage,0.5299242424242424,-0.0734375,-0.6570210173621687,-0.15634357804246507,4.712403950513052e-07
Australia,suicide,-0.3247911563344011,0.130859375,-0.3384099908620164,-0.15634357804246507,4.712403950513052e-07
Australia,euthanasia,0.264172335600907,0.13359375,-0.3341455985379226,-0.15634357804246507,4.712403950513052e-07
Australia,for a man to beat his wife,-0.9463687150837988,0.18515625,-0.25373134328358193,-0.15634357804246507,4.712403950513052e-07
Australia,parents beating children,-0.8648799553322166,-0.293359375,-1.0,-0.15634357804246507,4.712403950513052e-07
Australia,violence against other people,-0.8676360924683073,-0.041015625,-0.6064575083764849,-0.15634357804246507,4.712403950513052e-07
Australia,"terrorism as a political, ideological or religious mean",-0.9284516489659027,0.210546875,-0.21413341455985369,-0.15634357804246507,4.712403950513052e-07
Australia,having casual sex,0.12861189801699716,-0.069921875,-0.6515382272311909,-0.15634357804246507,4.712403950513052e-07
Australia,political violence,-0.8419642300741571,0.0046875,-0.5351812366737739,-0.15634357804246507,4.712403950513052e-07
Australia,death penalty,-0.23262915186639246,-0.067578125,-0.6478830338105391,-0.15634357804246507,4.712403950513052e-07
Bangladesh,claiming government benefits to which you are not entitled,-0.7724074074074073,0.23359375,-0.17819067925677734,-0.15634357804246507,4.712403950513052e-07
Bangladesh,avoiding a fare on public transport,-0.822037037037037,0.438671875,0.14163874505025897,-0.15634357804246507,4.712403950513052e-07
Bangladesh,stealing property,-0.8768518518518518,0.17109375,-0.27566250380749313,-0.15634357804246507,4.712403950513052e-07
Bangladesh,cheating on taxes,-0.8442592592592593,0.40703125,0.09229363387145928,-0.15634357804246507,4.712403950513052e-07
Bangladesh,someone accepting a bribe in the course of their duties,-0.865,0.00859375,-0.5290892476393543,-0.15634357804246507,4.712403950513052e-07
Bangladesh,homosexuality,-0.8472222222222223,0.0921875,-0.3987206823027718,-0.15634357804246507,4.712403950513052e-07
Bangladesh,prostitution,-0.8666666666666667,0.225390625,-0.19098385622905856,-0.15634357804246507,4.712403950513052e-07
Bangladesh,abortion,-0.7729629629629629,0.07421875,-0.42674383186110265,-0.15634357804246507,4.712403950513052e-07
Bangladesh,divorce,-0.74,0.292578125,-0.08620164483703918,-0.15634357804246507,4.712403950513052e-07
Bangladesh,sex before marriage,-0.8877777777777777,0.29296875,-0.08559244593359727,-0.15634357804246507,4.712403950513052e-07
