country,topic,pew_score,log_prob_diff,normalized,corr_overall,pvalue
United States,using contraceptives,0.4590818363273453,0.5876953125,0.1555885205682659,0.572865892627683,1.317416728856956e-28
United States,getting a divorce,0.13273453093812376,-0.1216796875,-0.2588577623095796,0.572865892627683,1.317416728856956e-28
United States,having an abortion,-0.2964071856287425,-0.8369140625,-0.6767273349689051,0.572865892627683,1.317416728856956e-28
United States,homosexuality,-0.15868263473053892,0.553125,0.13539111085753408,0.572865892627683,1.317416728856956e-28
United States,drinking alcohol,0.17764471057884232,-0.2556640625,-0.337136988646089,0.572865892627683,1.317416728856956e-28
United States,married people having an affair,-0.8023952095808383,-0.31015625,-0.3689735836138529,0.572865892627683,1.317416728856956e-28
United States,gambling,0.016966067864271458,0.0302734375,-0.17008044730986482,0.572865892627683,1.317416728856956e-28
United States,sex between unmarried adults,-0.04091816367265469,0.826171875,0.294916414674502,0.572865892627683,1.317416728856956e-28
Czech Republic,using contraceptives,0.7185714285714285,0.6779296875,0.2083071832030583,0.572865892627683,1.317416728856956e-28
Czech Republic,getting a divorce,0.4942857142857143,0.04921875,-0.1590118103497461,0.572865892627683,1.317416728856956e-28
Czech Republic,having an abortion,0.30857142857142855,-0.0357421875,-0.2086495121812062,0.572865892627683,1.317416728856956e-28
Czech Republic,homosexuality,0.4228571428571429,1.07421875,0.43983568209048896,0.572865892627683,1.317416728856956e-28
Czech Republic,drinking alcohol,0.24,0.1041015625,-0.1269469960632169,0.572865892627683,1.317416728856956e-28
Czech Republic,married people having an affair,-0.49,-0.6095703125,-0.5439036914474811,0.572865892627683,1.317416728856956e-28
Czech Republic,gambling,-0.5385714285714286,-0.053515625,-0.2190334911850289,0.572865892627683,1.317416728856956e-28
Czech Republic,sex between unmarried adults,0.5671428571428572,1.4734375,0.6730758258686595,0.572865892627683,1.317416728856956e-28
South Korea,using contraceptives,0.32509270704573545,1.0609375,0.4320762252524677,0.572865892627683,1.317416728856956e-28
South Korea,getting a divorce,0.03584672435105068,-0.114453125,-0.25463570491242093,0.572865892627683,1.317416728856956e-28
South Korea,having an abortion,-0.4054388133498146,-0.4181640625,-0.4320762252524677,0.572865892627683,1.317416728856956e-28
South Korea,homosexuality,-0.4252163164400494,0.3396484375,0.010669253152279179,0.572865892627683,1.317416728856956e-28
South Korea,drinking alcohol,0.11248454882571075,0.1083984375,-0.12443658355679821,0.572865892627683,1.317416728856956e-28
South Korea,married people having an affair,-0.723114956736712,-0.8701171875,-0.6961259770639585,0.572865892627683,1.317416728856956e-28
South Korea,gambling,-0.7218788627935723,-0.4169921875,-0.4313915672961717,0.572865892627683,1.317416728856956e-28
South Korea,sex between unmarried adults,-0.09765142150803462,0.725390625,0.23603583043304588,0.572865892627683,1.317416728856956e-28
Canada,using contraceptives,0.4550641940085592,0.9904296875,0.390882638215325,0.572865892627683,1.317416728856956e-28
Canada,getting a divorce,0.275320970042796,-0.0828125,-0.23614994009242884,0.572865892627683,1.317416728856956e-28
Canada,having an abortion,0.011412268188302425,0.0271484375,-0.1719062018599875,0.572865892627683,1.317416728856956e-28
Canada,homosexuality,0.14122681883024252,1.19609375,0.5110401095452728,0.572865892627683,1.317416728856956e-28
Canada,drinking alcohol,0.21825962910128388,0.0826171875,-0.1394990585953102,0.572865892627683,1.317416728856956e-28
Canada,married people having an affair,-0.7132667617689016,-1.048828125,-0.8005363153990985,0.572865892627683,1.317416728856956e-28
Canada,gambling,-0.052781740370898715,-0.1705078125,-0.28738517715524625,0.572865892627683,1.317416728856956e-28
Canada,sex between unmarried adults,0.19258202567760344,1.4537109375,0.6615507502710103,0.572865892627683,1.317416728856956e-28
France,using contraceptives,0.5119521912350598,1.2802734375,0.5602213727392023,0.572865892627683,1.317416728856956e-28
France,getting a divorce,0.37749003984063745,0.0685546875,-0.1477149540708621,0.572865892627683,1.317416728856956e-28
France,having an abortion,0.25,0.3876953125,0.038740229360415324,0.572865892627683,1.317416728856956e-28
France,homosexuality,0.23804780876494025,1.3712890625,0.6133964740115252,0.572865892627683,1.317416728856956e-28
France,drinking alcohol,0.1254980079681275,0.0751953125,-0.14383522565185147,0.572865892627683,1.317416728856956e-28
France,married people having an affair,-0.34960159362549803,-1.0955078125,-0.8278085239915559,0.572865892627683,1.317416728856956e-28
France,gambling,0.16334661354581673,-0.07890625,-0.23386774690477552,0.572865892627683,1.317416728856956e-28
France,sex between unmarried adults,0.4103585657370518,1.68203125,0.7949449420893477,0.572865892627683,1.317416728856956e-28
Germany,using contraceptives,0.6614634146341464,1.18515625,0.5046499686198436,0.572865892627683,1.317416728856956e-28
Germany,getting a divorce,0.5209756097560976,-0.0912109375,-0.24105665544588362,0.572865892627683,1.317416728856956e-28
