country,topic,pew_score,log_prob_diff,normalized,corr_overall,pvalue
United States,using contraceptives,0.4590818363273453,-0.1265625,-0.6237373737373737,-0.09352816209582926,0.09914309123365285
United States,getting a divorce,0.13273453093812376,-0.14453125,-0.6818181818181818,-0.09352816209582926,0.09914309123365285
United States,having an abortion,-0.2964071856287425,-0.0359375,-0.3308080808080809,-0.09352816209582926,0.09914309123365285
United States,homosexuality,-0.15868263473053892,0.109375,0.13888888888888884,-0.09352816209582926,0.09914309123365285
United States,drinking alcohol,0.17764471057884232,-0.1375,-0.6590909090909092,-0.09352816209582926,0.09914309123365285
United States,married people having an affair,-0.8023952095808383,-0.1515625,-0.7045454545454545,-0.09352816209582926,0.09914309123365285
United States,gambling,0.016966067864271458,-0.20234375,-0.8686868686868686,-0.09352816209582926,0.09914309123365285
United States,sex between unmarried adults,-0.04091816367265469,-0.18046875,-0.797979797979798,-0.09352816209582926,0.09914309123365285
Czech Republic,using contraceptives,0.7185714285714285,0.06328125,-0.010101010101010055,-0.09352816209582926,0.09914309123365285
Czech Republic,getting a divorce,0.4942857142857143,0.11640625,0.16161616161616155,-0.09352816209582926,0.09914309123365285
Czech Republic,having an abortion,0.30857142857142855,0.16875,0.3308080808080809,-0.09352816209582926,0.09914309123365285
Czech Republic,homosexuality,0.4228571428571429,0.18203125,0.3737373737373739,-0.09352816209582926,0.09914309123365285
Czech Republic,drinking alcohol,0.24,0.0640625,-0.00757575757575768,-0.09352816209582926,0.09914309123365285
Czech Republic,married people having an affair,-0.49,0.0703125,0.012626262626262541,-0.09352816209582926,0.09914309123365285
Czech Republic,gambling,-0.5385714285714286,0.02890625,-0.1212121212121211,-0.09352816209582926,0.09914309123365285
Czech Republic,sex between unmarried adults,0.5671428571428572,0.14609375,0.25757575757575757,-0.09352816209582926,0.09914309123365285
South Korea,using contraceptives,0.32509270704573545,-0.21015625,-0.8939393939393938,-0.09352816209582926,0.09914309123365285
South Korea,getting a divorce,0.03584672435105068,-0.0953125,-0.5227272727272727,-0.09352816209582926,0.09914309123365285
South Korea,having an abortion,-0.4054388133498146,0.06171875,-0.015151515151515138,-0.09352816209582926,0.09914309123365285
South Korea,homosexuality,-0.4252163164400494,0.13125,0.20959595959595978,-0.09352816209582926,0.09914309123365285
South Korea,drinking alcohol,0.11248454882571075,-0.11171875,-0.5757575757575757,-0.09352816209582926,0.09914309123365285
South Korea,married people having an affair,-0.723114956736712,-0.12109375,-0.606060606060606,-0.09352816209582926,0.09914309123365285
South Korea,gambling,-0.7218788627935723,-0.03828125,-0.33838383838383834,-0.09352816209582926,0.09914309123365285
South Korea,sex between unmarried adults,-0.09765142150803462,-0.0078125,-0.23989898989898994,-0.09352816209582926,0.09914309123365285
Canada,using contraceptives,0.4550641940085592,-0.103125,-0.547979797979798,-0.09352816209582926,0.09914309123365285
Canada,getting a divorce,0.275320970042796,-0.14765625,-0.6919191919191918,-0.09352816209582926,0.09914309123365285
Canada,having an abortion,0.011412268188302425,0.07421875,0.025252525252525304,-0.09352816209582926,0.09914309123365285
Canada,homosexuality,0.14122681883024252,0.2,0.4318181818181819,-0.09352816209582926,0.09914309123365285
Canada,drinking alcohol,0.21825962910128388,0.02109375,-0.1464646464646464,-0.09352816209582926,0.09914309123365285
Canada,married people having an affair,-0.7132667617689016,-0.02890625,-0.30808080808080807,-0.09352816209582926,0.09914309123365285
Canada,gambling,-0.052781740370898715,-0.06328125,-0.4191919191919192,-0.09352816209582926,0.09914309123365285
Canada,sex between unmarried adults,0.19258202567760344,0.0125,-0.1742424242424242,-0.09352816209582926,0.09914309123365285
France,using contraceptives,0.5119521912350598,-0.0984375,-0.5328282828282829,-0.09352816209582926,0.09914309123365285
France,getting a divorce,0.37749003984063745,-0.103125,-0.547979797979798,-0.09352816209582926,0.09914309123365285
France,having an abortion,0.25,0.03828125,-0.09090909090909094,-0.09352816209582926,0.09914309123365285
France,homosexuality,0.23804780876494025,0.165625,0.3207070707070705,-0.09352816209582926,0.09914309123365285
France,drinking alcohol,0.1254980079681275,-0.21015625,-0.8939393939393938,-0.09352816209582926,0.09914309123365285
France,married people having an affair,-0.34960159362549803,-0.1453125,-0.6843434343434344,-0.09352816209582926,0.09914309123365285
France,gambling,0.16334661354581673,-0.04296875,-0.3535353535353535,-0.09352816209582926,0.09914309123365285
France,sex between unmarried adults,0.4103585657370518,-0.02734375,-0.303030303030303,-0.09352816209582926,0.09914309123365285
Germany,using contraceptives,0.6614634146341464,-0.09453125,-0.5202020202020202,-0.09352816209582926,0.09914309123365285
Germany,getting a divorce,0.5209756097560976,-0.14140625,-0.6717171717171717,-0.09352816209582926,0.09914309123365285
Germany,having an abortion,0.28292682926829266,0.0828125,0.05303030303030298,-0.09352816209582926,0.09914309123365285
