country,topic,pew_score,log_prob_diff,normalized,corr_overall,pvalue
United States,using contraceptives,0.4590818363273453,-1.9404296875,0.33392286239031366,0.44324711487845747,1.9021132856617105e-16
United States,getting a divorce,0.13273453093812376,-1.9484375,0.3227671586966874,0.44324711487845747,1.9021132856617105e-16
United States,having an abortion,-0.2964071856287425,-2.1498046875,0.042242024352084906,0.44324711487845747,1.9021132856617105e-16
United States,homosexuality,-0.15868263473053892,-2.4599609375,-0.38983742602544036,0.44324711487845747,1.9021132856617105e-16
United States,drinking alcohol,0.17764471057884232,-2.251953125,-0.10006122032514786,0.44324711487845747,1.9021132856617105e-16
United States,married people having an affair,-0.8023952095808383,-2.5392578125,-0.5003061016257395,0.44324711487845747,1.9021132856617105e-16
United States,gambling,0.016966067864271458,-2.0119140625,0.2343378001496501,0.44324711487845747,1.9021132856617105e-16
United States,sex between unmarried adults,-0.04091816367265469,-2.516015625,-0.46792735188082457,0.44324711487845747,1.9021132856617105e-16
Czech Republic,using contraceptives,0.7185714285714285,-1.616015625,0.7858649071491737,0.44324711487845747,1.9021132856617105e-16
Czech Republic,getting a divorce,0.4942857142857143,-1.86640625,0.4370450989728589,0.44324711487845747,1.9021132856617105e-16
Czech Republic,having an abortion,0.30857142857142855,-2.146484375,0.04686756002992998,0.44324711487845747,1.9021132856617105e-16
Czech Republic,homosexuality,0.4228571428571429,-2.173046875,0.009863274607169847,0.44324711487845747,1.9021132856617105e-16
Czech Republic,drinking alcohol,0.24,-2.14609375,0.047411740697911986,0.44324711487845747,1.9021132856617105e-16
Czech Republic,married people having an affair,-0.49,-2.3486328125,-0.23474593565063595,0.44324711487845747,1.9021132856617105e-16
Czech Republic,gambling,-0.5385714285714286,-1.7724609375,0.5679205496224748,0.44324711487845747,1.9021132856617105e-16
Czech Republic,sex between unmarried adults,0.5671428571428572,-2.1271484375,0.07380450309502784,0.44324711487845747,1.9021132856617105e-16
South Korea,using contraceptives,0.32509270704573545,-1.8287109375,0.4895585334331001,0.44324711487845747,1.9021132856617105e-16
South Korea,getting a divorce,0.03584672435105068,-1.994921875,0.2580096592068568,0.44324711487845747,1.9021132856617105e-16
South Korea,having an abortion,-0.4054388133498146,-2.1140625,0.09203455547241668,0.44324711487845747,1.9021132856617105e-16
South Korea,homosexuality,-0.4252163164400494,-2.28984375,-0.1528467451193798,0.44324711487845747,1.9021132856617105e-16
South Korea,drinking alcohol,0.11248454882571075,-2.2400390625,-0.08346370995170416,0.44324711487845747,1.9021132856617105e-16
South Korea,married people having an affair,-0.723114956736712,-2.556640625,-0.5245221413509285,0.44324711487845747,1.9021132856617105e-16
South Korea,gambling,-0.7218788627935723,-1.918359375,0.3646690701312836,0.44324711487845747,1.9021132856617105e-16
South Korea,sex between unmarried adults,-0.09765142150803462,-2.243359375,-0.08808924562954867,0.44324711487845747,1.9021132856617105e-16
Canada,using contraceptives,0.4550641940085592,-1.4623046875,1.0,0.44324711487845747,1.9021132856617105e-16
Canada,getting a divorce,0.275320970042796,-1.97578125,0.28467451193796345,0.44324711487845747,1.9021132856617105e-16
Canada,having an abortion,0.011412268188302425,-2.2361328125,-0.0780219032718864,0.44324711487845747,1.9021132856617105e-16
Canada,homosexuality,0.14122681883024252,-2.273046875,-0.12944697639616332,0.44324711487845747,1.9021132856617105e-16
Canada,drinking alcohol,0.21825962910128388,-2.2701171875,-0.12536562138630003,0.44324711487845747,1.9021132856617105e-16
Canada,married people having an affair,-0.7132667617689016,-2.480078125,-0.41786273042650146,0.44324711487845747,1.9021132856617105e-16
Canada,gambling,-0.052781740370898715,-1.9642578125,0.3007278416434256,0.44324711487845747,1.9021132856617105e-16
Canada,sex between unmarried adults,0.19258202567760344,-2.203125,-0.03203863682742669,0.44324711487845747,1.9021132856617105e-16
France,using contraceptives,0.5119521912350598,-1.8775390625,0.4215359499353788,0.44324711487845747,1.9021132856617105e-16
France,getting a divorce,0.37749003984063745,-2.14765625,0.04523501802598484,0.44324711487845747,1.9021132856617105e-16
France,having an abortion,0.25,-2.353125,-0.24100401333242616,0.44324711487845747,1.9021132856617105e-16
France,homosexuality,0.23804780876494025,-2.523046875,-0.47772260390449617,0.44324711487845747,1.9021132856617105e-16
France,drinking alcohol,0.1254980079681275,-2.382421875,-0.2818175634310589,0.44324711487845747,1.9021132856617105e-16
France,married people having an affair,-0.34960159362549803,-2.748828125,-0.7922590299979595,0.44324711487845747,1.9021132856617105e-16
France,gambling,0.16334661354581673,-2.2134765625,-0.04645942452894347,0.44324711487845747,1.9021132856617105e-16
France,sex between unmarried adults,0.4103585657370518,-2.4326171875,-0.35174477926671655,0.44324711487845747,1.9021132856617105e-16
Germany,using contraceptives,0.6614634146341464,-1.6326171875,0.7627372287599485,0.44324711487845747,1.9021132856617105e-16
Germany,getting a divorce,0.5209756097560976,-1.92734375,0.35215291476770316,0.44324711487845747,1.9021132856617105e-16
Germany,having an abortion,0.28292682926829266,-2.08203125,0.13665737024692204,0.44324711487845747,1.9021132856617105e-16
Germany,homosexuality,0.4478048780487805,-2.073828125,0.14808516427453933,0.44324711487845747,1.9021132856617105e-16
Germany,drinking alcohol,0.3121951219512195,-2.18671875,-0.009183048772192004,0.44324711487845747,1.9021132856617105e-16
Germany,married people having an affair,-0.49365853658536585,-2.3111328125,-0.18250459152438592,0.44324711487845747,1.9021132856617105e-16
Germany,gambling,-0.04780487804878049,-1.9548828125,0.31378817767498823,0.44324711487845747,1.9021132856617105e-16
Germany,sex between unmarried adults,0.5414634146341464,-1.998046875,0.2536562138630025,0.44324711487845747,1.9021132856617105e-16
Spain,using contraceptives,0.616,-1.7162109375,0.6462825658118496,0.44324711487845747,1.9021132856617105e-16
Spain,getting a divorce,0.522,-2.201953125,-0.030406094823481555,0.44324711487845747,1.9021132856617105e-16
Spain,having an abortion,0.1,-2.3564453125,-0.24562954901027134,0.44324711487845747,1.9021132856617105e-16
Spain,homosexuality,0.485,-2.41796875,-0.3313380042174001,0.44324711487845747,1.9021132856617105e-16
Spain,drinking alcohol,0.056,-2.4783203125,-0.41541391742058387,0.44324711487845747,1.9021132856617105e-16
Spain,married people having an affair,-0.561,-2.6833984375,-0.7011087681110131,0.44324711487845747,1.9021132856617105e-16
Spain,gambling,-0.098,-2.2275390625,-0.06604992857628722,0.44324711487845747,1.9021132856617105e-16
Spain,sex between unmarried adults,0.443,-2.4484375,-0.373784096319978,0.44324711487845747,1.9021132856617105e-16
Mexico,using contraceptives,0.48,-1.8880859375,0.4068430718998708,0.44324711487845747,1.9021132856617105e-16
Mexico,getting a divorce,0.077,-2.0208984375,0.22182164478606903,0.44324711487845747,1.9021132856617105e-16
Mexico,having an abortion,-0.47,-2.2517578125,-0.0997891299911573,0.44324711487845747,1.9021132856617105e-16
Mexico,homosexuality,-0.048,-2.446484375,-0.37106319298006907,0.44324711487845747,1.9021132856617105e-16
