country,topic,wvs_score,log_prob_diff,normalized,corr_overall,pvalue
Andorra,claiming government benefits to which you are not entitled,-0.7780006686726848,-0.0671875,0.3038461538461539,-0.4080831092686975,1.583036385755469e-42
Andorra,avoiding a fare on public transport,-0.8026169882457307,-0.16796875,0.1384615384615384,-0.4080831092686975,1.583036385755469e-42
Andorra,stealing property,-0.8876703223662347,-0.0890625,0.2679487179487179,-0.4080831092686975,1.583036385755469e-42
Andorra,cheating on taxes,-0.8497058497058497,-0.12421875,0.21025641025641018,-0.4080831092686975,1.583036385755469e-42
Andorra,someone accepting a bribe in the course of their duties,-0.9320679320679321,-0.01875,0.3833333333333333,-0.4080831092686975,1.583036385755469e-42
Andorra,homosexuality,0.5611166722277833,-0.3390625,-0.14230769230769225,-0.4080831092686975,1.583036385755469e-42
Andorra,prostitution,-0.17001338688085676,-0.31484375,-0.10256410256410253,-0.4080831092686975,1.583036385755469e-42
Andorra,abortion,0.12757201646090535,-0.60703125,-0.5820512820512822,-0.4080831092686975,1.583036385755469e-42
Andorra,divorce,0.6097777777777779,-0.63828125,-0.6333333333333334,-0.4080831092686975,1.583036385755469e-42
Andorra,sex before marriage,0.5981704596162428,-0.36015625,-0.17692307692307707,-0.4080831092686975,1.583036385755469e-42
Andorra,suicide,-0.41377777777777774,-0.3453125,-0.1525641025641027,-0.4080831092686975,1.583036385755469e-42
Andorra,euthanasia,0.15251202864495916,-0.3609375,-0.17820512820512824,-0.4080831092686975,1.583036385755469e-42
Andorra,for a man to beat his wife,-0.9547119547119548,-0.2859375,-0.055128205128205265,-0.4080831092686975,1.583036385755469e-42
Andorra,parents beating children,-0.8464606181455633,-0.459375,-0.33974358974358976,-0.4080831092686975,1.583036385755469e-42
Andorra,violence against other people,-0.9341317365269461,0.0796875,0.5448717948717949,-0.4080831092686975,1.583036385755469e-42
Andorra,"terrorism as a political, ideological or religious mean",-0.9724444444444444,-0.10859375,0.23589743589743573,-0.4080831092686975,1.583036385755469e-42
Andorra,having casual sex,0.04112337011033099,-0.53515625,-0.4641025641025641,-0.4080831092686975,1.583036385755469e-42
Andorra,political violence,-0.924963924963925,-0.1109375,0.2320512820512819,-0.4080831092686975,1.583036385755469e-42
Andorra,death penalty,-0.4674214674214674,-0.3109375,-0.09615384615384615,-0.4080831092686975,1.583036385755469e-42
Argentina,claiming government benefits to which you are not entitled,-0.20891618332764697,-0.10390625,0.2435897435897436,-0.4080831092686975,1.583036385755469e-42
Argentina,avoiding a fare on public transport,-0.5445232466509061,-0.221875,0.050000000000000044,-0.4080831092686975,1.583036385755469e-42
Argentina,stealing property,-0.8379111563241777,-0.06171875,0.3128205128205128,-0.4080831092686975,1.583036385755469e-42
Argentina,cheating on taxes,-0.746418499717992,0.0625,0.5166666666666666,-0.4080831092686975,1.583036385755469e-42
Argentina,someone accepting a bribe in the course of their duties,-0.8053872053872053,-0.1828125,0.11410256410256414,-0.4080831092686975,1.583036385755469e-42
Argentina,homosexuality,0.11631363805276848,-0.21796875,0.05641025641025643,-0.4080831092686975,1.583036385755469e-42
Argentina,prostitution,-0.35122717930117275,-0.159375,0.1525641025641027,-0.4080831092686975,1.583036385755469e-42
Argentina,abortion,-0.41549953314659194,-0.4640625,-0.3474358974358974,-0.4080831092686975,1.583036385755469e-42
Argentina,divorce,0.22902015939990625,-0.63359375,-0.6256410256410256,-0.4080831092686975,1.583036385755469e-42
Argentina,sex before marriage,0.27535202934563957,-0.3828125,-0.21410256410256412,-0.4080831092686975,1.583036385755469e-42
Argentina,suicide,-0.6305020223649774,-0.17734375,0.12307692307692308,-0.4080831092686975,1.583036385755469e-42
Argentina,euthanasia,-0.3649700216864396,-0.35234375,-0.1641025641025643,-0.4080831092686975,1.583036385755469e-42
